the_geom,Asset_ID,GI_ID,DEP_Contra,DEP_Cont_1,Row_Onsite,Project_Na,Asset_Type,Status,Asset_X_Co,Asset_Y_Co,Borough,Sewer_Type,Outfall,NYC_Waters,BBL,Secondary_,Community_,City_Counc,Assembly_D,Asset_Leng,Asset_Widt,Asset_Area,GI_Feature,Tree_Latin,Tree_Commo,Constructi,Construc_1,Program_Ar,Status_Gro
POINT (-73.80639031794557 40.77218363819746),185924,IB82397A,GQTI23-01,1,ROW,DDC TI-03-23 Phase 1,ROW Infiltration Basin with Grass Top,Constructed (In Guarantee),1037876.083,220663.3767,Queens,Combined,TI-023,East River / Open Waters,4048690021,0,407,19,0,20,4.5,90,Type C - SW Chamber,No Tree,N/A,GQTI03-23,1,Right of Way (ROW),Constructed
POINT (-73.92302062865083 40.678233476873224),125853,0097e,GKNC15-02,1,ROW,EDC NCB-015 (English Kills) Phase 1,ROWB,Constructed (Full Maintenance),1005601.87,186384.54,Brooklyn,Combined,NCB-015,Newtown Creek,3017040054,3017040055,303,41,56,19,5,95,Standard,Gleditsia triacanthos var. inermis,Thornless Common Honeylocust,GKNC15-02,Phase-1-Stage-1,Right of Way (ROW),Constructed
POINT (-73.87719370713451 40.74271889204422),188364,RG-L,Q013-113M,1,Onsite,Veterans Grove Reconstruction (Q013-113M),Rain Garden,Constructed,1018280,209893,Queens,Combined,BB-008,Flushing Bay,4015720001,0,404,25,0,0,0,13.82,,,,,,External,Constructed
POINT (-73.85553604530084 40.6833479988834),114566,IB2319AA,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1024317.072,188271.565,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4090550001,0,409,32,38,20,4,80,Type C - SW Chamber,No Tree,N/A,53320022-05,5,Right of Way (ROW),Constructed
POINT (-73.82449054731957 40.75804870185741),188320,RG-2,BEPA_CPI_3,1,Onsite,Bowne Playground / Q020,Rain Garden,Constructed,1032873,215503,Queens,Combined,TI-022,Flushing Creek,4050470001,0,407,20,0,0,0,270,,,,,,Public Onsite,Constructed
POINT (-73.96673290370543 40.69218301281181),130976,3-214b,GKNC14-07,3,ROW,DDC NCB-014,ROWB,Constructed (Full Maintenance),993475.4092,191459.1312,Brooklyn,Combined,NCB-014,East River / Open Waters,3019030046,0,302,35,57,10,5,50,Standard,No Tree,N/A,GNCB14-1A,Package-2,Right of Way (ROW),Constructed
POINT (-73.8864141802026 40.855822039055234),111198,IB88A,GXHP04-04,1,ROW,EDC HP-004,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1015671.5469,251096.9508,Bronx,Combined,HP-004,Bronx River,2030760007,0,206,15,78,13,4.5,58.5,Standard,No Tree,N/A,GXHP02-02_GXHP04-04,1,Right of Way (ROW),Constructed
POINT (-73.89808408208445 40.748248350270146),115254,097a,GQBB05-03,3,ROW,OGI BB-005 (GI-DCM-TOC) Phase 3,ROWB,Constructed (Full Maintenance),1012488.87197,211900.13169,Queens,Combined,BB-005,East River / Open Waters,4012190032,1000000000,402,26,30,13,4,52,Type C - SW Chamber,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.73458314727955 40.708797960619926),103874,1471A,CSO-PLANYC,1,ROW,South East Queens Demonstration Area 1,ROWB,Constructed (Full Maintenance),1057835.18,197622.18,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,4111870025,0,413,27,33,10,4.5,45,Type A - Stone Columns,No Tree,N/A,,,Right of Way (ROW),Constructed
POINT (-73.97874735342467 40.722075976386286),142253,M015-01STa,GMNC56-01,1,Onsite,P.S. 15 M,Synthetic Turf Field Storage Layer,Constructed,990141,202349,Manhattan,Combined,NCM-056,East River / Open Waters,1003740020,0,103,2,65,0,0,"2,820",,,,,,Public Onsite,Constructed
POINT (-73.90561841032998 40.64306214979593),175023,IB6050A,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Combination of Concrete and Grass Top,In Construction,1010442.5511,173575.3696,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081610001,0,318,46,58,18,4.5,81,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.96111765933252 40.69212082549999),188465,PRAT-01SS,GK-G-PRAT,PI,Onsite,Pratt Institute,Subsurface Storage,Constructed,995032.60131,191437.11595,Brooklyn,Combined,NCB-014,East River / Open Waters,3019200001,0,302,35,0,0,0,"2,090",,,,,,Incentivized,Constructed
POINT (-73.81007586183088 40.77462834948969),165166,IB92504E,GQTI23-01,1,ROW,DDC TI-03-23 Phase 1,ROW Infiltration Basin with Grass Top,Constructed (In Guarantee),1036853.33,221551.83,Queens,Combined,TI-023,East River / Open Waters,4048310042,0,407,19,40,20,4,80,Type C - SW Chamber,No Tree,N/A,GQTI03-23,1,Right of Way (ROW),Constructed
POINT (-73.81916713971293 40.71905266390876),187664,IB354g,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1034377.12,201298.54,Queens,Combined,TI-010,Flushing Creek,4066310001,0,408,24,0,12,4.5,54,Standard,No Tree,N/A,GCTI10-4B,Package-1,Right of Way (ROW),Constructed
POINT (-73.86988096108594 40.6708442500857),173615,IB1140b,GK26W5-06,3,ROW,EDC 26W-005 Phase 3,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1020345.28,183709.86,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3042810034,3042810033,305,42,60,15,6,90,Standard,No Tree,N/A,53320022-03,2,Right of Way (ROW),Constructed
POINT (-73.78678712415613 40.72149825653461),186100,IB432A,GQTI10-03,3,ROW,DDC TI-010 Phase 3,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1043350.72,202209.73,Queens,Combined,TI-010,Flushing Creek,4072390053,0,408,24,0,10,4,40,Type A - Stone Columns,No Tree,N/A,GCTI10-03,Package-1,Right of Way (ROW),Constructed
POINT (-73.73416012533374 40.7037330084818),103611,1174A,CSO-PLANYC,1,ROW,South East Queens Demonstration Area 1,ROWB,Constructed (Full Maintenance),1057958.06,195777.23,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,4112230017,0,413,27,33,20,4.5,90,Standard,No Tree,N/A,,,Right of Way (ROW),Constructed
POINT (-73.78681790135258 40.74049927017666),186787,IB818A,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1043325.3416,209132.3517,Queens,Combined,TI-010,Flushing Creek,4070750001,0,408,23,0,12,4,60,Standard,No Tree,N/A,GCTI10-02,Package-1,Right of Way (ROW),Constructed
POINT (-73.81075489001775 40.722919500786425),181382,IB668b,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1036705.96,202712.27,Queens,Combined,TI-010,Flushing Creek,4068130025,4068130026,408,24,27,10,4,40,Standard,No Tree,N/A,GCTI10-4B,Package-1,Right of Way (ROW),Constructed
POINT (-73.82331610141914 40.69157805620297),159509,IB378A,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1033247.21344,191286.38993,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4094610015,0,409,29,24,10,5,50,Standard,No Tree,N/A,GCJA03-2A,Package-1,Right of Way (ROW),Constructed
POINT (-73.90098423332822 40.669544390876375),118247,337a,GK26W3-03,2,ROW,EDC 26W-003 (Fresh Creek) Phase 2,ROWB,Constructed (Full Maintenance),1011717.71,183225,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3037490012,0,305,37,60,15,5,75,Type A - Stone Columns,Metasequoia glyptostroboides,Dawn Redwood,GK26W3-03,2,Right of Way (ROW),Constructed
POINT (-73.84526870069323 40.8407708532225),127329,559A,GXHP33-01,1,ROW,EDC HP-033,ROWB,Constructed (Full Maintenance),1027063.4066,245630.6745,Bronx,Combined,HP-033,Westchester Creek,2039830001,0,210,18,82,13,5,65,Type C - SW Chamber,No Tree,N/A,GXHP33-01,1,Right of Way (ROW),Constructed
POINT (-73.9310465183354 40.695838124351205),149810,097b,GKNC15-02,3,ROW,EDC NCB-015 (English Kills) Phase 3,ROWB,Constructed (Full Maintenance),1003370.67,192796.57,Brooklyn,Combined,NCB-015,Newtown Creek,3032140029,0,304,34,53,12,4,48,Type A - Stone Columns,No Tree,N/A,GKNC15-02,Phase-3-Stage-1,Right of Way (ROW),Constructed
POINT (-73.90622380280736 40.756036124809214),115766,483e,GQBB05-03,3,ROW,OGI BB-005 (GI-DCM-TOC) Phase 3,ROWB,Constructed (Full Maintenance),1010230.48099,214734.9487,Queens,Combined,BB-005,East River / Open Waters,4011330039,4011330038,401,25,30,10,4,40,Standard,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.81713138824072 40.765447618275516),142599,IB1185A,GQTI11-03,1,ROW,DDC TI-011,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1034906.145,218202.833,Queens,Combined,TI-011,Flushing Creek,4050060026,0,407,20,40,12,5,60,Standard,No Tree,N/A,GCTI11-02,3,Right of Way (ROW),Constructed
POINT (-73.81262550935952 40.752607174081696),109244,3354a,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROWB,Constructed (Full Maintenance),1036164.31654,213527.28801,Queens,Combined,TI-010,Flushing Creek,4052150025,0,407,20,25,20,5,100,Type A - Stone Columns,Acer rubrum,Red Maple,GCTI10-1B,Package-1,Right of Way (ROW),Constructed
POINT (-73.89416940585453 40.826741109471406),171115,PG_2,GXHP25-04,GR,Onsite,NYRP - Paradise on Earth,Permeable Pavers,Constructed,1013539,240499,Bronx,Combined,HP-002,East River / Open Waters,2027180052,0,202,17,85,0,0,605,,,,,,Incentivized,Constructed
POINT (-73.85238319749187 40.692274551679866),184572,IB1667A,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1025186.033,191525.222,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4089330095,0,409,32,0,12,5,60,Standard,No Tree,N/A,53320022-05,4,Right of Way (ROW),Constructed
POINT (-73.8808182180484 40.82279127853047),122123,192,GXHP08-01,1,ROW,DPR HP-008,ROWB,Constructed (Full Maintenance),1017235.94545,239064.67976,Bronx,Combined,HP-008,Bronx River,2036480043,0,209,18,85,20,4,80,Standard,Acer rubrum 'October Glory',October Glory Red Maple,GXHP08-01,1,Right of Way (ROW),Constructed
POINT (-73.8410183121271 40.68418082159113),181646,IB1196A,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1028343.01,188581.96,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4094180021,0,409,29,23,20,5,100,Standard,No Tree,N/A,GCJA03-2B,Package-2,Right of Way (ROW),Constructed
POINT (-73.88659377345678 40.661888017176295),183228,IB2055a,GK26W4-01,1,ROW,EDC 26W-004,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1015713.34,180440.41,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,3043290001,0,305,42,60,20,6,120,Standard,No Tree,N/A,53320022-04,4,Right of Way (ROW),Constructed
POINT (-73.92456028888597 40.64793207362758),187341,IB6023h,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),1005184.32,175344.52,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3047400061,3047400007,317,45,0,10,6,60,Standard,Quercus velutina,Eastern Black Oak,GKCI05-2A,3,Right of Way (ROW),Constructed
POINT (-73.81793218903786 40.68990372504116),94253,202A,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROWB,Constructed (Full Maintenance),1034741.52235,190679.44049,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4095640001,0,410,29,24,10,4,40,Standard,No Tree,N/A,GCJA03-2A,Package-1,Right of Way (ROW),Constructed
POINT (-73.91630504829314 40.709579080111084),182440,IB115A,OGI-DESIGN-1,3,ROW,OGI Design Area 1 (NCB-083),ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1007453.6675,197806.37,Queens,Combined,NCB-083,Newtown Creek,4033970004,0,405,34,37,10,6,60,Standard,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.78538301743352 40.754688839198074),187284,IB1669D,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1043710.2983,214303.0227,Queens,Combined,TI-010,Flushing Creek,4055370108,0,411,19,0,13,5.5,71.5,Standard,No Tree,N/A,GCTI10-02,Package-2,Right of Way (ROW),Constructed
POINT (-73.94280387560119 40.649390493099716),183663,IB6002A,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Combination of Concrete and Grass Top,Constructed (Full Maintenance),1000121.42675,175872.02969,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048900135,0,317,40,58,16,5.5,88,Type A - Stone Columns,No Tree,N/A,GKCI05-1A,2,Right of Way (ROW),Constructed
POINT (-73.93122888674718 40.699333229289394),119389,330a,GKNC15-02,4,ROW,EDC NCB-015 (English Kills) Phase 4,ROWB,Constructed (Full Maintenance),1003319.1,194069.9,Brooklyn,Combined,NCB-015,Newtown Creek,3031630001,0,304,34,53,13,4,52,Type C - SW Chamber,No Tree,N/A,GKNC15-02,Phase-4-Stage-1,Right of Way (ROW),Constructed
POINT (-73.86708783038152 40.67037320912638),134182,GS1151a,GK26W5-06,3,ROW,EDC 26W-005 Phase 3,ROWGS,Constructed (Full Maintenance),1021120.36,183539.41,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3042840050,0,305,42,60,10,3.5,35,,No Tree,N/A,53320022-03,2,Right of Way (ROW),Constructed
POINT (-73.84772486388569 40.69868259193535),148221,E-32a,GQJA03-01,1,ROW,DDC JAM-003 Phase 1,ROWB,Constructed (Full Maintenance),1026473.789,193862.068,Queens,Combined,JAM-003a,Jamaica Bay and Tributaries,4039071000,0,482,32,38,20,4.5,90,Standard,No Tree,N/A,GCJAM-01,Stage-1,Right of Way (ROW),Constructed
POINT (-73.8977597953774 40.7475389695603),188594,IB094a,GQBB05-03,3,ROW,OGI BB-005 (GI-DCM-TOC) Phase 3,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1012579.02713,211641.78653,Queens,Combined,BB-005,East River / Open Waters,4012220009,1000000000,402,26,0,11,4,44,Standard,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.85567568768663 40.6932760166138),113521,IB1474BA,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1024272.383,191888.563,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4088680044,0,409,32,38,15,5,75,Type C - SW Chamber,No Tree,N/A,53320022-02,3,Right of Way (ROW),Constructed
POINT (-73.79468007225185 40.75255210724354),182421,IB2094B,GQTI10-03,3,ROW,DDC TI-010 Phase 3,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1041136.35,213518.37,Queens,Combined,TI-010,Flushing Creek,4054620001,0,407,20,25,15,4,60,Standard,No Tree,N/A,GCTI10-03,Package-2,Right of Way (ROW),Constructed
POINT (-73.82325154643249 40.714411377245),187634,IB154a,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1033248.33,199605.27,Queens,Combined,TI-010,Flushing Creek,4096630020,0,408,24,0,10,4,40,Standard,No Tree,N/A,GCTI10-4B,Package-1,Right of Way (ROW),Constructed
POINT (-73.81342512175381 40.73783214040099),187971,IB1294d,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1035954.24,208143.81,Queens,Combined,TI-010,Flushing Creek,4067430001,0,408,24,0,11,4.5,45,Standard,No Tree,N/A,GCTI10-4B,Package-2,Right of Way (ROW),Constructed
POINT (-73.90158676912914 40.70846362428232),105432,502A,OGI-DESIGN-1,3,ROW,OGI Design Area 1 (NCB-083),ROWB,Constructed (Full Maintenance),1011534.6321,197404.2174,Queens,Combined,NCB-083,Newtown Creek,4034970056,0,405,30,37,20,5,100,Type A - Stone Columns,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.89901300855774 40.736855943734085),182823,IB358A,GQBB05-02,2,ROW,OGI BB-005 (GI-DCM-TOC) Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1012236.27,207749.22,Queens,Combined,BB-005,East River / Open Waters,4023870026,0,402,26,30,10,5,50,Standard,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.9246979312535 40.683995290977904),156949,107b,GKNC15-02,2,ROW,EDC NCB-015 (English Kills) Phase 2,ROWB,Constructed (Full Maintenance),1005134.83,188483.33,Brooklyn,Combined,NCB-015,Newtown Creek,3016680074,0,303,41,56,10,5,50,Standard,Amelanchier canadensis,Shadblow Serviceberry,GKNC15-02,Phase-2-Stage-1,Right of Way (ROW),Constructed
POINT (-73.9424432652875 40.67919852934807),183410,1-IB332e,GKNC14-05,1,ROW,DDC NCB-014,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1000214.3576,186731.9993,Brooklyn,Combined,NCB-014,East River / Open Waters,3018700001,0,303,36,56,13,4,52,Type A - Stone Columns,No Tree,N/A,GNCB14-2A,Package_1,Right of Way (ROW),Constructed
POINT (-73.80258370717388 40.757219574521045),107219,1727e,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROWB,Constructed (Full Maintenance),1038942.72475,215213.84148,Queens,Combined,TI-010,Flushing Creek,4054210056,0,407,20,40,11,6,66,Type A - Stone Columns,Acer rubrum,Red Maple,GCTI10-1A,Package-1,Right of Way (ROW),Constructed
POINT (-73.79674782315696 40.73383334307773),140212,1517B,GQTI10-03,3,ROW,DDC TI-010 Phase 3,ROWB,Constructed (Full Maintenance),1040579.28,206697.21,Queens,Combined,TI-010,Flushing Creek,4069260048,4069260050,408,24,25,12,4.5,54,Type A - Stone Columns,No Tree,N/A,GCTI10-03,Package-2,Right of Way (ROW),Constructed
POINT (-73.85410486053435 40.682025763104654),182240,IB2315A,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1024714.813,187790.495,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4090570043,0,409,32,38,13,5,65,Type C - SW Chamber,No Tree,N/A,53320022-05,5,Right of Way (ROW),Constructed
POINT (-73.90853214099933 40.64657830505596),185282,IB6056B,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Combination of Concrete and Grass Top,In Construction,1009632.602,174855.5427,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081260003,3081260005,318,42,0,10,5,50,Standard,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.88434947937415 40.72557689843424),188405,IB497A,GQBB05-01,1,ROW,OGI BB-005 (GI-DCM-TOC) Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1016305.36,203644.94,Queens,Combined,BB-006,Flushing Bay,4028220030,0,405,30,0,10,4.5,45,Standard,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.87104655988367 40.68357901996771),171509,1802-1B,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1020015.111,188349.019,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3041480030,0,305,37,54,13,5,65,Type C - SW Chamber,No Tree,N/A,53320022-05,4,Right of Way (ROW),Constructed
POINT (-73.83335038535306 40.766403924594044),142828,IB1284A,GQTI11-03,1,ROW,DDC TI-011,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1030412.689,218542.283,Queens,Combined,TI-011,Flushing Creek,4049490001,0,407,20,40,10,5,50,Type A - Stone Columns,No Tree,N/A,GCTI11-02,3,Right of Way (ROW),Constructed
POINT (-73.80895607630927 40.68022533404142),120874,GS1279a,GQJA03-03,3,ROW,DDC JAM-003 Phase 3,ROWGS,Constructed (Full Maintenance),1037238.4877,187158.6312,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4116580045,0,410,28,31,13,3,39,,No Tree,N/A,GCJA03-3A,1,Right of Way (ROW),Constructed
POINT (-73.93878039349497 40.65618385346051),184299,IB4006L,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Combination of Concrete and Grass Top,Constructed (Full Maintenance),1001236.17814,178347.79253,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048330001,0,309,40,0,20,4,80,Type C - SW Chamber,No Tree,N/A,GKCI05-1A,3,Right of Way (ROW),Constructed
POINT (-73.84485357821714 40.67673214676118),133698,416b,GK26W5-06,3,ROW,EDC 26W-005 Phase 3,ROWB,Constructed (Full Maintenance),1027284.12,185866.29,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4091590043,0,410,32,23,13,4,52,Standard,Acer campestre,Field Maple,53320022-03,1,Right of Way (ROW),Constructed
POINT (-73.87032414687492 40.68806814010431),112664,1122B,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1020213.05,189984.83,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3041090065,0,305,37,54,20,4.5,90,Type C - SW Chamber,No Tree,N/A,53320022-02,2,Right of Way (ROW),Constructed
POINT (-73.90671876711426 40.674566416750245),132772,218B,GK26W3-03,1,ROW,EDC 26W-003 (Fresh Creek) Phase 1,ROWB,Constructed (Full Maintenance),1010124.96,185052.92,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3014430040,0,316,37,55,20,5,100,Type A - Stone Columns,Quercus bicolor,Swamp White Oak,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.885136076695 40.66762785596671),100592,2129b,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROWB,Constructed (Full Maintenance),1016115.02,182532.12,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3040780025,0,305,42,60,15,4.5,67.5,Type C - SW Chamber,No Tree,N/A,53320022-04,4,Right of Way (ROW),Constructed
POINT (-73.88376382267852 40.70333561609529),106107,PS91-US-1,OGI-DESIGN-1-OS8,3,Onsite,P.S. 91 Q,Subsurface Detention System,Constructed (Full Maintenance),1016478.44133,195541.986,Queens,Combined,NCB-083,Newtown Creek,4036830001,0,405,32,38,0,0,454,,,,,,Public Onsite,Constructed
POINT (-73.82905848683114 40.686643883092),184254,IB676-1A,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1031658.27,189485.57,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4095190001,0,410,29,0,13,4.5,58.5,Standard,No Tree,N/A,GCJA03-2B,Package-1,Right of Way (ROW),Constructed
POINT (-73.93672290102384 40.65138022771088),183695,IB6032N,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1001808.32036,176598.10483,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048970007,0,317,40,58,20,5,100,Type C - SW Chamber,No Tree,N/A,GKCI05-1A,2,Right of Way (ROW),Constructed
